player_id,player_role,emblem_colour,emblem_stat,average,stddev
173978074,Mid,Green,Stuns,1067.6626633205433,874.5006976858743
173978074,Mid,Green,Teamfight Participation,1300.1061168103297,320.6282068980252
173978074,Mid,Green,Tormentor Kills,635.6603051988983,1129.4158708248
173978074,Mid,Red,Creep Score,940.0321159701908,435.7147581755835
173978074,Mid,Red,Deaths,1551.1709703511933,721.2323702859248
173978074,Mid,Red,GPM,1138.8587731441148,195.1575219958428
173978074,Mid,Red,Kills,750.4535869213553,492.3994245033481
173978074,Mid,Red,Neutral Tokens Found,1218.5565409633796,803.7283644112949
173978074,Mid,Red,Tower Kills,196.40710299197303,293.9503818632836
184620877,Core,Blue,Camps Stacked,158.2717678504219,257.781522776186
184620877,Core,Blue,Lotuses Grabbed,198.11145177591965,281.0085597904202
184620877,Core,Blue,Runes Grabbed,193.20080685348933,160.0732927153907
184620877,Core,Blue,Smokes Used,0,0
184620877,Core,Blue,Wards Placed,0,0
184620877,Core,Blue,Watchers Taken,122.01746620528266,283.77337489720054
184620877,Core,Green,Courier Kills,199.80682676441106,444.56939215601915
184620877,Core,Green,First Blood,57.00300957737806,337.0016412532098
184620877,Core,Green,Roshan Kills,235.46526905012828,480.19780628623505
184620877,Core,Green,Stuns,428.19771968430166,608.6315896986073
184620877,Core,Green,Teamfight Participation,1053.9971041822735,304.54833695765126
184620877,Core,Green,Tormentor Kills,521.5028472233336,824.4066354848455
184620877,Core,Red,Creep Score,842.3254798807158,297.6178003845363
184620877,Core,Red,Deaths,1550.0842675073527,611.4046715518346
184620877,Core,Red,GPM,1076.1672326850492,231.9599110211706
184620877,Core,Red,Kills,608.8926740987465,559.5186195751503
184620877,Core,Red,Neutral Tokens Found,1272.5048960131498,784.7610934217873
184620877,Core,Red,Tower Kills,533.5803910079836,445.78798623666995
185908355,Core,Blue,Camps Stacked,386.0894695911171,333.00720191797996
185908355,Core,Blue,Lotuses Grabbed,330.44955506732776,375.4183945916332
185908355,Core,Blue,Runes Grabbed,394.34652477669346,236.98115027105152
185908355,Core,Blue,Smokes Used,7.974117775749388,55.948114964868324
185908355,Core,Blue,Wards Placed,6.575215228335854,30.58156152549801
185908355,Core,Blue,Watchers Taken,362.0412591651957,489.26993995215497
185908355,Core,Green,Courier Kills,325.4167747086577,505.7735052156186
185908355,Core,Green,First Blood,44.371648948035684,298.60267127631835
185908355,Core,Green,Roshan Kills,368.9321339578702,488.21196618238395
185908355,Core,Green,Stuns,504.16154068142083,729.5399330259429
185908355,Core,Green,Teamfight Participation,1084.8402105145933,270.79776738884283
185908355,Core,Green,Tormentor Kills,435.18726883642745,526.4630600916541
185908355,Core,Red,Creep Score,1331.3136745349702,582.6334750267902
185908355,Core,Red,Deaths,1688.687376837643,658.2645454331769
185908355,Core,Red,GPM,1475.9763977107639,313.6483936738086
185908355,Core,Red,Kills,804.252297855734,479.9690997714937
185908355,Core,Red,Neutral Tokens Found,2292.9892066355624,1393.2890929648386
185908355,Core,Red,Tower Kills,1105.4472047958582,677.7069793614144
193815691,Support,Blue,Camps Stacked,581.1976746755112,723.4672366747502
193815691,Support,Blue,Lotuses Grabbed,572.4118990222249,478.53449803622226
193815691,Support,Blue,Runes Grabbed,619.0027876923514,359.2679460344564
193815691,Support,Blue,Smokes Used,444.9254077625814,336.05631561681554
193815691,Support,Blue,Wards Placed,462.00305285658936,204.9898413917372
193815691,Support,Blue,Watchers Taken,855.3405271971048,553.9639231203005
193815691,Support,Green,Courier Kills,192.14734558332316,386.9011679556229
193815691,Support,Green,First Blood,192.76822519702625,598.3046709340872
193815691,Support,Green,Roshan Kills,188.55074985829265,368.64640380706305
193815691,Support,Green,Stuns,1108.3897828246645,845.1517566561814
193815691,Support,Green,Teamfight Participation,1260.5996254048678,218.8479916917036
193815691,Support,Green,Tormentor Kills,421.7523785835049,590.7880280213938
193815691,Support,Red,Creep Score,346.75945247568853,192.2148249218312
193815691,Support,Red,Deaths,1261.8095914040073,665.7755791140111
193815691,Support,Red,GPM,731.0351020250769,184.63586179150218
193815691,Support,Red,Kills,521.5011183998131,376.11712583942466
193815691,Support,Red,Neutral Tokens Found,598.576961272642,596.8916869751124
193815691,Support,Red,Tower Kills,134.7105090500686,260.05121682436015
195108598,Core,Blue,Camps Stacked,442.6743994907263,303.588786823864
195108598,Core,Blue,Lotuses Grabbed,567.2386991229595,692.766498385923
195108598,Core,Blue,Runes Grabbed,463.8122359086918,293.1947757744509
195108598,Core,Blue,Smokes Used,0,0
195108598,Core,Blue,Wards Placed,16.1194116322681,55.97515400623155
195108598,Core,Blue,Watchers Taken,482.1590729413778,440.0959833427602
195108598,Core,Green,Courier Kills,53.68776287463728,210.25013503904535
195108598,Core,Green,First Blood,138.46249625845257,514.6354700731013
195108598,Core,Green,Roshan Kills,132.82145390778737,321.4630101387045
195108598,Core,Green,Stuns,955.3776133547929,1281.9886577445684
195108598,Core,Green,Teamfight Participation,1185.6333497321639,227.5743529030429
195108598,Core,Green,Tormentor Kills,800.6311224475814,844.7247910517505
195108598,Core,Red,Creep Score,972.6726917406797,327.578555012141
195108598,Core,Red,Deaths,1578.6178049137925,678.233885342435
195108598,Core,Red,GPM,1142.9595870760218,192.36792050097378
195108598,Core,Red,Kills,543.9980100590526,310.4532292674318
195108598,Core,Red,Neutral Tokens Found,1448.4743672954633,750.2514630095566
195108598,Core,Red,Tower Kills,215.73461440929955,271.2204449577471
196878136,Support,Blue,Camps Stacked,940.2303756301525,750.5348806164205
196878136,Support,Blue,Lotuses Grabbed,466.4028914785296,695.8961053550224
196878136,Support,Blue,Runes Grabbed,562.7109279806114,344.1450670164325
196878136,Support,Blue,Smokes Used,839.0546124886694,555.4032025732168
196878136,Support,Blue,Wards Placed,974.7158260855505,406.0728886180466
196878136,Support,Blue,Watchers Taken,795.211903099778,467.13053834020906
196878136,Support,Green,Courier Kills,194.16721412991794,361.99877460604773
196878136,Support,Green,First Blood,338.3421667904223,757.7435052815945
196878136,Support,Green,Roshan Kills,16.513034879883925,121.37102601630018
196878136,Support,Green,Stuns,1161.7101228280105,871.4385432335141
196878136,Support,Green,Teamfight Participation,1300.0246133117935,229.93995263623518
196878136,Support,Green,Tormentor Kills,401.1558362302582,722.9473927431412
196878136,Support,Red,Creep Score,256.9846513202532,185.12345646273465
196878136,Support,Red,Deaths,1073.741910655383,834.6449076055759
196878136,Support,Red,GPM,673.21507492378,149.1613737085249
196878136,Support,Red,Kills,424.9455775485981,282.6430389804752
196878136,Support,Red,Neutral Tokens Found,141.63862329022845,252.8504555062887
196878136,Support,Red,Tower Kills,22.140220243132077,82.75326341699216
201358612,Mid,Blue,Camps Stacked,427.0679304678371,417.48561391815565
201358612,Mid,Blue,Lotuses Grabbed,132.7983538887147,332.38452762827785
201358612,Mid,Blue,Runes Grabbed,1249.4853536660073,551.2970564027452
201358612,Mid,Blue,Smokes Used,7.155460439463329,53.00014774774196
201358612,Mid,Blue,Wards Placed,180.4064612656076,107.11569539327488
201358612,Mid,Blue,Watchers Taken,596.5883044256127,907.3564337969939
201358612,Mid,Green,Courier Kills,92.61095620983323,325.89097344702503
201358612,Mid,Green,First Blood,246.47415342920058,665.7157574916395
201358612,Mid,Green,Roshan Kills,281.4592066169288,462.5711580539985
201358612,Mid,Green,Stuns,842.0762077996916,600.3213233096167
201358612,Mid,Green,Teamfight Participation,1243.7755943536908,276.1826651419527
201358612,Mid,Green,Tormentor Kills,453.8711580677826,640.6177291217867
201358612,Mid,Red,Creep Score,1005.5843160456536,326.58758916760087
201358612,Mid,Red,Deaths,1656.7682596538,570.8742724207614
201358612,Mid,Red,GPM,1217.601728476184,191.98413797971205
201358612,Mid,Red,Kills,1011.4337875267613,595.0171604793082
201358612,Mid,Red,Neutral Tokens Found,1479.32811067543,944.2409094953026
201358612,Mid,Red,Tower Kills,486.93284185071684,542.5302506735605
221666230,Mid,Blue,Camps Stacked,318.13889719865284,286.8399238417261
221666230,Mid,Blue,Lotuses Grabbed,0,0
221666230,Mid,Blue,Runes Grabbed,1087.7751122534569,525.1789243231444
221666230,Mid,Blue,Smokes Used,19.323002315939195,85.4144915072326
221666230,Mid,Blue,Wards Placed,161.34674735453024,86.1099748932754
221666230,Mid,Blue,Watchers Taken,190.05546497037895,491.7947481834417
221666230,Mid,Green,Courier Kills,326.4839406554488,651.2844992730231
221666230,Mid,Green,First Blood,87.96683382130259,413.9078178978273
221666230,Mid,Green,Roshan Kills,98.05760113786113,295.03855778572046
221666230,Mid,Green,Stuns,479.0732229514587,681.3225134960561
221666230,Mid,Green,Teamfight Participation,1316.0333741667605,256.41436537560685
221666230,Mid,Green,Tormentor Kills,153.07035279425966,380.43331452685334
221666230,Mid,Red,Creep Score,1011.7853628561426,351.68849440722346
221666230,Mid,Red,Deaths,1667.6956907243941,626.1546288669424
221666230,Mid,Red,GPM,1211.9513488536627,182.5333482598153
221666230,Mid,Red,Kills,896.6922966449217,510.9800329440825
221666230,Mid,Red,Neutral Tokens Found,1366.5750341051262,812.6597342218471
221666230,Mid,Red,Tower Kills,467.8176566121088,431.9108766854103
238239590,Mid,Blue,Camps Stacked,306.68902560213195,316.2112023689212
238239590,Mid,Blue,Lotuses Grabbed,200.05494908448827,333.61912449056973
238239590,Mid,Blue,Runes Grabbed,1124.073666802335,513.3014892462663
238239590,Mid,Blue,Smokes Used,0,0
238239590,Mid,Blue,Wards Placed,198.43976717796508,102.51619945695138
238239590,Mid,Blue,Watchers Taken,215.88259530364925,388.1579461290863
238239590,Mid,Green,Courier Kills,206.8202560518567,476.98461258978557
238239590,Mid,Green,First Blood,65.77630098041631,361.1895133056774
238239590,Mid,Green,Roshan Kills,193.72775305879696,412.08163225075714
238239590,Mid,Green,Stuns,745.5026124796559,909.1435358056793
238239590,Mid,Green,Teamfight Participation,1308.274160865805,266.8943818553689
